season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Ernest Aflakpui,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Quinton Rose,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1417,George Washington,NA,NA,NA,Starting Lineup - Arnaldo Toro,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1417,George Washington,NA,NA,NA,Starting Lineup - Terry Nolan Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1417,George Washington,NA,NA,NA,Starting Lineup - Yuta Watanabe,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Obi Enechionyia,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Josh Brown,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Shizz Alston Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1417,George Washington,NA,NA,NA,Starting Lineup - Patrick Steeves,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
2017-18,2017-12-03,1964106,1,0,1,George Washington,Temple,Colonials,Owls,4,4,0,0,0,1417,George Washington,NA,NA,NA,Starting Lineup - Jair Bolden,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Arnaldo Toro,Terry Nolan Jr.,Yuta Watanabe,Patrick Steeves,Jair Bolden,Ernest Aflakpui,Quinton Rose,Obi Enechionyia,Josh Brown,Shizz Alston Jr.
