season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - Phil Booth,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - Mikal Bridges,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - Eric Paschall,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1568,Penn,NA,NA,NA,Starting Lineup - Antonio Woods,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1568,Penn,NA,NA,NA,Starting Lineup - Darnell Foreman,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - Jalen Brunson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1568,Penn,NA,NA,NA,Starting Lineup - Max Rothschild,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1568,Penn,NA,NA,NA,Starting Lineup - Ryan Betley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1568,Penn,NA,NA,NA,Starting Lineup - AJ Brodeur,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
2017-18,2017-11-29,1963624,1,0,1,Villanova,Penn,Wildcats,Quakers,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - Omari Spellman,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Phil Booth,Mikal Bridges,Eric Paschall,Jalen Brunson,Omari Spellman,Antonio Woods,Darnell Foreman,Max Rothschild,Ryan Betley,AJ Brodeur
