season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1682,Wagner,NA,NA,NA,Starting Lineup - JoJo Cooper,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1682,Wagner,NA,NA,NA,Starting Lineup - Nigel Jackson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1682,Wagner,NA,NA,NA,Starting Lineup - Devin Liggeons,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1599,Seton Hall,NA,NA,NA,Starting Lineup - Desi Rodriguez,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1599,Seton Hall,NA,NA,NA,Starting Lineup - Khadeen Carrington,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1682,Wagner,NA,NA,NA,Starting Lineup - Blake Francis,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1599,Seton Hall,NA,NA,NA,Starting Lineup - Myles Powell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1599,Seton Hall,NA,NA,NA,Starting Lineup - Angel Delgado,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1682,Wagner,NA,NA,NA,Starting Lineup - AJ Sumbry,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
2017-18,2017-12-20,1942311,1,0,1,Seton Hall,Wagner,Pirates,Seahawks,4,4,0,0,0,1599,Seton Hall,NA,NA,NA,Starting Lineup - Michael Nzei,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Desi Rodriguez,Khadeen Carrington,Myles Powell,Angel Delgado,Michael Nzei,JoJo Cooper,Nigel Jackson,Devin Liggeons,Blake Francis,AJ Sumbry
