season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1531,New Mexico,NA,NA,NA,Starting Lineup - Demetrius Walker,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1592,San Diego State,NA,NA,NA,Starting Lineup - Chase Tapley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1592,San Diego State,NA,NA,NA,Starting Lineup - Xavier Thames,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1531,New Mexico,NA,NA,NA,Starting Lineup - Kendall Williams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1531,New Mexico,NA,NA,NA,Starting Lineup - Alex Kirk,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1592,San Diego State,NA,NA,NA,Starting Lineup - Jamaal Franklin,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1592,San Diego State,NA,NA,NA,Starting Lineup - JJ O'Brien,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1531,New Mexico,NA,NA,NA,Starting Lineup - Hugh Greenwood,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1592,San Diego State,NA,NA,NA,Starting Lineup - Deshawn Stephens,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
2012-13,2013-02-27,1253766,1,0,1,New Mexico,San Diego State,Lobos,Aztecs,4,4,0,0,0,1531,New Mexico,NA,NA,NA,Starting Lineup - Nick Banyard,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Demetrius Walker,Kendall Williams,Alex Kirk,Hugh Greenwood,Nick Banyard,Chase Tapley,Xavier Thames,Jamaal Franklin,JJ O'Brien,Deshawn Stephens
