season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1650,UTSA,NA,NA,NA,Starting Lineup - Jacob Germany,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1650,UTSA,NA,NA,NA,Starting Lineup - Keaton Wallace,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1560,Old Dominion,NA,NA,NA,Starting Lineup - A.J. Oliver II,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1560,Old Dominion,NA,NA,NA,Starting Lineup - Xavier Green,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1560,Old Dominion,NA,NA,NA,Starting Lineup - Drew Lakey,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1650,UTSA,NA,NA,NA,Starting Lineup - Erik Czumbel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1650,UTSA,NA,NA,NA,Starting Lineup - Adrian Rodriguez,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1650,UTSA,NA,NA,NA,Starting Lineup - Byron Frohnen,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1560,Old Dominion,NA,NA,NA,Starting Lineup - Aaron Carver,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
2019-20,2020-03-04,2230988,1,0,1,Old Dominion,UTSA,Monarchs,Roadrunners,4,4,0,0,0,1560,Old Dominion,NA,NA,NA,Starting Lineup - Malik Curry,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A.J. Oliver II,Xavier Green,Drew Lakey,Aaron Carver,Malik Curry,Jacob Germany,Keaton Wallace,Erik Czumbel,Adrian Rodriguez,Byron Frohnen
