season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1471,Louisiana Tech,NA,NA,NA,Starting Lineup - Tahlik Chavez,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1490,McNeese State,NA,NA,NA,Starting Lineup - Javohn Garcia,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1490,McNeese State,NA,NA,NA,Starting Lineup - Antavion Collum,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1471,Louisiana Tech,NA,NA,NA,Starting Lineup - Tyler Henry,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1471,Louisiana Tech,NA,NA,NA,Starting Lineup - Sean Newman Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1490,McNeese State,NA,NA,NA,Starting Lineup - DJ Richards Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1471,Louisiana Tech,NA,NA,NA,Starting Lineup - Daniel Batcho,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1471,Louisiana Tech,NA,NA,NA,Starting Lineup - Isaiah Crawford,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1490,McNeese State,NA,NA,NA,Starting Lineup - Christian Shumate,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
2023-24,2023-11-22,2587596,1,0,1,Louisiana Tech,McNeese State,Bulldogs,Cowboys,4,4,0,0,0,1490,McNeese State,NA,NA,NA,Starting Lineup - Shahada Wells,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tahlik Chavez,Tyler Henry,Sean Newman Jr.,Daniel Batcho,Isaiah Crawford,Javohn Garcia,Antavion Collum,DJ Richards Jr.,Christian Shumate,Shahada Wells
