season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1586,Rutgers,NA,NA,NA,Starting Lineup - Mawot Mag,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Ajiri Ogemuno-Johnson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Tyrel Bladen,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1586,Rutgers,NA,NA,NA,Starting Lineup - Derek Simpson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Dwight Murray Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1586,Rutgers,NA,NA,NA,Starting Lineup - Clifford Omoruyi,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1586,Rutgers,NA,NA,NA,Starting Lineup - Aundre Hyatt,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Mervin James,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Allen Powell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
2022-23,2022-11-22,2476198,1,0,1,Rutgers,Rider,Scarlet Knights,Broncs,4,4,0,0,0,1586,Rutgers,NA,NA,NA,Starting Lineup - Cam Spencer,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Mawot Mag,Derek Simpson,Clifford Omoruyi,Aundre Hyatt,Cam Spencer,Ajiri Ogemuno-Johnson,Tyrel Bladen,Dwight Murray Jr.,Mervin James,Allen Powell
